scenario,year,DA,motor
healthy,10.057692307692307,0.9506285896835763,0.05463753521937623
healthy,10.076923076923077,0.9505365634029931,0.05463766785945956
healthy,10.096153846153845,0.9504445460310796,0.05463780122912533
healthy,10.115384615384615,0.9503525375669772,0.0546379353309258
healthy,10.134615384615383,0.9502605380098162,0.05463807016741504
healthy,10.153846153846153,0.9501685473587386,0.054638205741148485
healthy,10.173076923076922,0.9500765656128816,0.0546383420546877
healthy,10.192307692307692,0.9499845927713831,0.05463847911059692
healthy,10.21153846153846,0.9498926288333848,0.054638616911442096
healthy,10.230769230769232,0.9498006737980181,0.054638755459800695
healthy,10.25,0.9497087276644242,0.05463889475824175
healthy,10.269230769230768,0.9496167904317413,0.054639034809345954
